Home,Away,Outcome,Odd_1,Odd_X,Odd_2,anno
Genoa,Milan,2,4.72,3.73,1.73,2024
Bologna,Juventus,X,2.35,2.92,3.41,2024
Roma,Fiorentina,1,1.74,3.59,4.85,2024
Monza,Atalanta,2,12.33,6.77,1.2,2024
Empoli,Lazio,2,4.43,3.48,1.83,2024
Inter,Verona,1,1.43,4.4,7.4,2024
Lecce,Napoli,2,7.23,4.01,1.49,2024
Cagliari,Udinese,2,2.53,2.88,3.17,2024
Parma,Como,2,3.28,3.31,2.2,2024
Torino,Venezia,X,2.48,2.98,3.1,2024
Lazio,Parma,X,1.38,4.83,7.86,2024
Verona,Cagliari,2,2.41,2.6,3.78,2024
Udinese,Bologna,X,5.06,3.45,1.75,2024
Atalanta,Lecce,X,1.25,5.91,11.21,2024
Napoli,Torino,1,1.35,4.65,9.4,2024
Juventus,Monza,1,1.21,6.67,13.15,2024
Fiorentina,Empoli,1,2.05,3.13,3.99,2024
Inter,Roma,2,1.75,3.68,4.6,2024
Como,Genoa,1,1.77,3.56,4.66,2024
Venezia,Milan,2,5.05,4.11,1.62,2024
Cagliari,Fiorentina,2,2.97,3.04,2.53,2024
Genoa,Lazio,2,3.73,3.1,2.14,2024
Parma,Juventus,1,4.88,3.7,1.71,2024
Torino,Udinese,1,2.45,2.91,3.26,2024
Milan,Atalanta,2,2.59,3.42,2.61,2024
Bologna,Inter,1,3.4,3.08,2.26,2024
Empoli,Venezia,X,2.29,2.93,3.54,2024
Roma,Verona,1,1.55,3.87,6.28,2024
Monza,Napoli,2,10.25,5.16,1.31,2024
Lecce,Como,2,3.55,3.33,2.09,2024
Napoli,Empoli,1,1.42,4.5,7.98,2024
Lazio,Roma,X,3.14,3.08,2.41,2024
Como,Torino,1,1.85,3.48,4.38,2024
Fiorentina,Parma,X,1.72,3.6,5.13,2024
Verona,Genoa,X,2.94,2.71,2.87,2024
Atalanta,Bologna,1,1.93,3.41,4.07,2024
Juventus,Lecce,1,1.33,4.9,9.73,2024
Inter,Cagliari,1,1.3,5.43,10.02,2024
Venezia,Monza,1,1.78,3.51,4.76,2024
Udinese,Milan,2,4.11,3.56,1.88,2024
Bologna,Napoli,X,2.66,2.98,2.93,2024
Roma,Juventus,X,2.46,3.06,3.08,2024
Atalanta,Lazio,2,1.66,3.84,5.18,2024
Empoli,Cagliari,X,2.57,3.0,2.98,2024
Torino,Verona,X,1.87,3.11,4.97,2024
Lecce,Venezia,X,2.32,3.01,3.41,2024
Milan,Fiorentina,X,1.8,3.58,4.55,2024
Parma,Inter,X,7.02,4.47,1.45,2024
Monza,Como,2,5.03,3.81,1.68,2024
Genoa,Udinese,1,2.39,2.9,3.42,2024
Lazio,Torino,X,1.78,3.45,4.92,2024
Verona,Parma,X,2.84,2.93,2.75,2024
Napoli,Milan,1,1.94,3.53,3.92,2024
Inter,Udinese,1,1.43,4.34,7.83,2024
Fiorentina,Atalanta,1,3.63,3.42,2.05,2024
Cagliari,Monza,1,1.77,3.49,4.9,2024
Lecce,Roma,2,5.16,3.52,1.73,2024
Juventus,Genoa,1,1.52,3.82,7.34,2024
Como,Empoli,X,1.74,3.47,5.13,2024
Venezia,Bologna,2,5.09,3.4,1.77,2024
Atalanta,Inter,2,2.61,3.19,2.78,2024
Fiorentina,Juventus,1,3.31,3.05,2.35,2024
Roma,Cagliari,1,1.48,4.25,6.95,2024
Bologna,Lazio,1,2.28,2.94,3.6,2024
Venezia,Napoli,X,7.47,4.23,1.46,2024
Torino,Empoli,1,1.86,3.29,4.63,2024
Milan,Como,1,1.78,3.74,4.41,2024
Monza,Parma,X,3.07,3.23,2.38,2024
Udinese,Verona,2,1.77,3.44,5.02,2024
Genoa,Lecce,1,2.08,2.95,4.26,2024
Lazio,Udinese,X,1.83,3.43,4.7,2024
Juventus,Atalanta,2,2.67,3.04,2.84,2024
Empoli,Roma,2,3.98,3.17,2.05,2024
Napoli,Fiorentina,1,1.57,3.75,6.53,2024
Verona,Bologna,2,5.38,3.39,1.74,2024
Inter,Monza,1,1.13,8.46,19.14,2024
Lecce,Milan,2,4.58,3.54,1.8,2024
Como,Venezia,X,1.61,3.76,5.91,2024
Parma,Torino,X,3.35,3.16,2.27,2024
Cagliari,Genoa,X,2.48,2.9,3.24,2024
Juventus,Verona,1,1.32,5.05,10.27,2024
Milan,Lazio,2,2.12,3.42,3.44,2024
Roma,Como,1,1.98,3.3,4.05,2024
Bologna,Cagliari,1,1.71,3.51,5.39,2024
Genoa,Empoli,X,1.91,3.17,4.61,2024
Monza,Torino,2,4.45,3.25,1.91,2024
Udinese,Parma,1,1.87,3.5,4.25,2024
Napoli,Inter,X,3.09,3.09,2.44,2024
Atalanta,Venezia,X,1.19,6.9,14.13,2024
Fiorentina,Lecce,1,1.88,3.24,4.66,2024
Bologna,Milan,1,2.91,3.17,2.52,2024
Roma,Monza,1,1.26,5.67,11.69,2024
Cagliari,Juventus,2,4.63,3.39,1.84,2024
Empoli,Atalanta,2,6.46,4.34,1.49,2024
Verona,Fiorentina,1,3.79,3.25,2.06,2024
Como,Napoli,1,3.53,3.04,2.25,2024
Inter,Genoa,1,1.3,5.27,10.99,2024
Torino,Milan,1,4.03,3.57,1.89,2024
Parma,Bologna,1,4.61,3.58,1.79,2024
Venezia,Lazio,X,5.58,3.97,1.6,2024
Lecce,Udinese,2,2.97,2.95,2.62,2024
Genoa,Venezia,1,1.81,3.29,4.95,2024
Juventus,Inter,1,3.82,3.26,2.06,2024
Parma,Roma,2,3.67,3.31,2.07,2024
Monza,Lecce,X,2.78,3.02,2.73,2024
Udinese,Empoli,1,1.88,3.34,4.42,2024
Fiorentina,Como,2,2.36,3.12,3.22,2024
Milan,Verona,1,1.34,5.1,8.77,2024
Lazio,Napoli,X,2.42,3.02,3.21,2024
Atalanta,Cagliari,X,1.5,4.29,6.37,2024
Bologna,Torino,1,1.75,3.32,5.43,2024
Inter,Fiorentina,1,1.46,4.54,6.8,2024
Napoli,Udinese,X,1.43,4.28,8.03,2024
Lecce,Bologna,X,4.38,3.19,1.95,2024
Cagliari,Parma,1,1.92,3.53,3.97,2024
Lazio,Monza,1,1.28,5.73,10.12,2024
Venezia,Roma,2,4.32,3.55,1.84,2024
Torino,Genoa,X,2.38,2.83,3.52,2024
Empoli,Milan,2,5.27,3.82,1.66,2024
Verona,Atalanta,2,7.19,4.38,1.45,2024
Como,Juventus,2,3.51,3.28,2.15,2024
Fiorentina,Inter,1,4.88,3.51,1.76,2024
Cagliari,Lazio,2,3.82,3.43,2.0,2024
Roma,Napoli,X,3.61,3.23,2.14,2024
Milan,Inter,X,4.31,3.49,1.86,2024
Fiorentina,Genoa,1,1.85,3.47,4.42,2024
Juventus,Empoli,1,1.4,4.62,8.04,2024
Bologna,Como,1,1.96,3.33,4.05,2024
Atalanta,Torino,X,1.53,4.0,6.34,2024
Monza,Verona,2,2.42,2.98,3.22,2024
Udinese,Venezia,1,1.75,3.57,4.84,2024
Parma,Lecce,2,2.42,3.15,3.08,2024
Genoa,Monza,1,2.3,2.98,3.5,2024
Venezia,Verona,X,2.25,3.31,3.24,2024
Lazio,Fiorentina,2,2.09,3.33,3.58,2024
Lecce,Inter,2,9.67,5.08,1.32,2024
Udinese,Roma,2,3.03,3.2,2.41,2024
Milan,Parma,1,1.26,6.26,9.93,2024
Empoli,Bologna,X,3.98,3.15,2.06,2024
Napoli,Juventus,1,2.53,2.86,3.22,2024
Como,Atalanta,2,4.06,3.57,1.89,2024
Torino,Cagliari,1,2.24,3.03,3.55,2024
Como,Udinese,1,2.11,3.26,3.62,2024
Inter,Empoli,1,1.3,5.26,10.25,2024
Verona,Lazio,2,4.84,3.64,1.75,2024
Cagliari,Lecce,1,1.91,3.32,4.35,2024
Parma,Venezia,X,2.18,3.4,3.3,2024
Fiorentina,Torino,X,1.76,3.48,5.03,2024
Atalanta,Napoli,2,2.31,3.13,3.3,2024
Juventus,Milan,1,2.33,3.07,3.32,2024
Bologna,Monza,1,1.57,3.79,6.49,2024
Roma,Genoa,1,1.47,4.15,7.33,2024
Inter,Bologna,X,1.51,4.11,6.7,2024
Atalanta,Juventus,X,2.11,3.1,3.79,2024
Como,Milan,2,4.41,3.56,1.81,2024
Monza,Fiorentina,1,4.33,3.36,1.89,2024
Napoli,Verona,1,1.31,5.07,10.06,2024
Bologna,Roma,X,2.68,3.1,2.75,2024
Venezia,Inter,2,9.45,5.05,1.33,2024
Genoa,Parma,1,1.97,3.28,4.08,2024
Milan,Cagliari,X,1.32,5.34,9.22,2024
Torino,Juventus,X,4.36,2.97,2.04,2024
Empoli,Lecce,2,2.04,3.06,4.16,2024
Udinese,Atalanta,X,5.73,3.81,1.62,2024
Lazio,Como,X,2.01,3.38,3.81,2024
Roma,Lazio,1,2.53,3.01,3.06,2024
Torino,Parma,X,1.75,3.54,5.03,2024
Lecce,Genoa,X,2.88,2.92,2.72,2024
Monza,Cagliari,2,2.4,3.1,3.13,2024
Verona,Udinese,X,3.15,2.94,2.5,2024
Fiorentina,Napoli,2,3.4,3.02,2.31,2024
Venezia,Empoli,X,2.57,3.0,2.98,2024
Bologna,Verona,2,1.52,3.9,6.99,2024
Como,Lecce,1,1.64,3.68,5.65,2024
Milan,Roma,X,2.36,3.1,3.23,2024
Juventus,Fiorentina,X,1.88,3.28,4.5,2024
Napoli,Venezia,1,1.26,5.62,11.75,2024
Udinese,Torino,X,2.3,2.9,3.62,2024
Lazio,Atalanta,X,3.13,3.15,2.37,2024
Cagliari,Inter,2,8.01,4.86,1.37,2024
Empoli,Genoa,2,2.5,2.81,3.3,2024
Parma,Monza,1,2.57,3.21,2.81,2024
Inter,Como,1,1.33,5.08,9.39,2024
Fiorentina,Udinese,2,1.58,3.93,5.8,2024
Monza,Juventus,2,6.83,3.68,1.57,2024
Atalanta,Empoli,1,1.26,5.88,10.42,2024
Venezia,Cagliari,1,2.55,3.17,2.85,2024
Roma,Parma,1,1.37,4.93,8.01,2024
Lecce,Lazio,2,5.89,3.89,1.58,2024
Genoa,Napoli,2,5.7,3.47,1.68,2024
Torino,Bologna,2,3.52,2.81,2.39,2024
Verona,Milan,2,5.68,3.81,1.61,2024
Lazio,Inter,2,3.49,3.25,2.17,2024
Milan,Genoa,X,1.51,4.14,6.59,2024
Como,Roma,1,3.78,3.27,2.05,2024
Bologna,Fiorentina,1,2.73,3.01,2.8,2024
Parma,Verona,2,2.07,3.27,3.7,2024
Lecce,Monza,1,2.67,2.96,2.91,2024
Juventus,Venezia,X,1.36,4.7,9.35,2024
Udinese,Napoli,2,5.35,3.47,1.72,2024
Cagliari,Atalanta,2,5.67,4.1,1.57,2024
Empoli,Torino,2,2.62,2.79,3.15,2024
Monza,Udinese,2,2.71,2.87,2.95,2024
Napoli,Lazio,2,1.8,3.48,4.75,2024
Venezia,Como,X,2.79,3.13,2.64,2024
Verona,Empoli,2,2.7,2.73,3.14,2024
Fiorentina,Cagliari,1,1.54,4.12,6.05,2024
Roma,Lecce,1,1.5,4.06,7.13,2024
Juventus,Bologna,X,1.79,3.28,5.28,2024
Genoa,Torino,X,2.48,2.95,3.21,2024
Atalanta,Milan,1,2.12,3.43,3.42,2024
Inter,Parma,1,1.18,7.82,13.36,2024
Roma,Atalanta,2,3.53,3.37,2.1,2024
Lecce,Juventus,X,6.45,3.46,1.64,2024
Parma,Lazio,1,4.65,3.77,1.74,2024
Torino,Napoli,2,5.69,3.46,1.69,2024
Udinese,Genoa,2,1.96,3.32,4.13,2024
Bologna,Venezia,1,1.85,3.41,4.52,2024
Milan,Empoli,1,1.32,5.1,9.76,2024
Como,Monza,X,1.9,3.38,4.27,2024
Cagliari,Verona,1,1.95,3.34,4.08,2024
Venezia,Lecce,2,2.19,3.17,3.52,2024
Empoli,Udinese,X,2.99,2.81,2.74,2024
Lazio,Bologna,1,1.81,3.46,4.7,2024
Napoli,Roma,1,1.7,3.56,5.5,2024
Como,Fiorentina,2,3.98,3.44,1.95,2024
Torino,Monza,X,2.1,2.98,4.1,2024
Genoa,Cagliari,X,2.48,3.14,3.01,2024
Parma,Atalanta,2,5.72,4.31,1.54,2024
Milan,Juventus,X,2.33,3.14,3.28,2024
Verona,Inter,2,7.48,4.35,1.45,2024
Inter,Napoli,X,1.79,3.68,4.48,2024
Monza,Lazio,2,5.1,3.41,1.77,2024
Roma,Bologna,2,2.16,3.2,3.6,2024
Fiorentina,Verona,1,1.48,4.36,6.62,2024
Atalanta,Udinese,1,1.43,4.42,7.53,2024
Juventus,Torino,1,1.57,3.59,7.29,2024
Cagliari,Milan,X,5.07,3.95,1.65,2024
Venezia,Parma,2,2.19,3.46,3.23,2024
Lecce,Empoli,X,2.28,2.9,3.69,2024
Genoa,Como,X,3.26,3.02,2.41,2024
Lazio,Cagliari,1,1.53,4.14,6.27,2024
Empoli,Como,1,2.82,3.0,2.74,2024
Parma,Genoa,2,1.79,3.69,4.46,2024
Inter,Venezia,1,1.17,7.68,14.33,2024
Verona,Roma,1,4.8,3.48,1.79,2024
Torino,Fiorentina,2,3.64,3.12,2.19,2024
Napoli,Atalanta,2,2.27,3.17,3.35,2024
Monza,Milan,2,5.91,3.8,1.61,2024
Udinese,Juventus,2,4.26,3.15,1.99,2024
Bologna,Lecce,1,1.76,3.45,5.09,2024
Roma,Torino,1,1.8,3.52,4.67,2024
Como,Lazio,2,3.13,3.18,2.37,2024
Genoa,Fiorentina,2,5.13,3.77,1.69,2024
Atalanta,Monza,1,1.3,5.43,10.36,2024
Juventus,Parma,X,1.44,4.64,7.03,2024
Empoli,Inter,2,8.44,4.61,1.4,2024
Venezia,Udinese,1,2.69,3.1,2.79,2024
Milan,Napoli,2,2.76,3.22,2.62,2024
Cagliari,Bologna,2,3.27,3.25,2.27,2024
Lecce,Verona,1,2.25,3.09,3.48,2024
Fiorentina,Roma,1,2.51,3.2,2.91,2024
Inter,Juventus,X,1.8,3.5,4.74,2024
Lazio,Genoa,1,1.41,4.6,7.93,2024
Monza,Venezia,X,2.1,3.28,3.63,2024
Parma,Empoli,X,2.15,3.35,3.43,2024
Atalanta,Verona,1,1.28,5.6,10.96,2024
Napoli,Lecce,1,1.31,5.23,9.92,2024
Torino,Como,1,2.67,2.97,2.9,2024
Udinese,Cagliari,1,2.23,3.06,3.55,2024
Verona,Monza,2,2.36,2.98,3.36,2024
Roma,Inter,2,4.0,3.48,1.94,2024
Cagliari,Torino,1,2.42,2.98,3.25,2024
Lecce,Fiorentina,2,3.32,3.15,2.3,2024
Venezia,Atalanta,2,6.19,4.51,1.49,2024
Empoli,Napoli,2,5.5,3.62,1.68,2024
Juventus,Lazio,1,2.09,3.15,3.88,2024
Milan,Udinese,1,1.36,5.02,8.27,2024
Como,Parma,X,1.77,3.84,4.38,2024
Genoa,Bologna,X,4.13,3.18,2.01,2024
Fiorentina,Milan,1,3.52,3.64,2.01,2024
Monza,Roma,X,4.11,3.27,1.98,2024
Bologna,Parma,X,1.97,3.58,3.75,2024
Lazio,Empoli,1,1.59,3.9,5.99,2024
Juventus,Cagliari,X,1.49,4.19,7.04,2024
Inter,Torino,1,1.31,5.21,9.91,2024
Atalanta,Genoa,1,1.43,4.67,7.24,2024
Udinese,Lecce,1,2.59,2.95,3.06,2024
Verona,Venezia,1,2.53,3.14,2.93,2024
Napoli,Como,1,1.48,4.35,6.71,2024
Parma,Cagliari,2,2.01,3.56,3.6,2024
Napoli,Monza,1,1.3,5.37,10.09,2024
Empoli,Fiorentina,X,3.46,3.22,2.21,2024
Roma,Venezia,1,1.44,4.51,7.12,2024
Como,Verona,1,1.9,3.37,4.33,2024
Torino,Lazio,2,3.03,3.05,2.51,2024
Bologna,Atalanta,X,2.91,3.1,2.58,2024
Genoa,Juventus,2,5.4,3.31,1.76,2024
Udinese,Inter,2,7.42,4.49,1.44,2024
Milan,Lecce,1,1.29,5.8,9.66,2024
Atalanta,Como,2,1.5,4.47,6.18,2024
Inter,Milan,2,1.69,3.82,5.08,2024
Roma,Udinese,1,1.69,3.93,4.9,2024
Monza,Bologna,2,3.16,2.89,2.55,2024
Fiorentina,Lazio,1,2.35,3.23,3.11,2024
Lecce,Parma,X,2.1,3.4,3.55,2024
Juventus,Napoli,X,2.41,3.1,3.16,2024
Venezia,Genoa,1,2.92,3.07,2.59,2024
Verona,Torino,2,2.84,2.89,2.8,2024
Cagliari,Empoli,2,2.06,3.24,3.84,2024
Lazio,Verona,1,1.56,3.99,6.11,2024
Parma,Udinese,2,2.2,3.35,3.31,2024
Monza,Inter,X,8.65,4.88,1.37,2024
Cagliari,Napoli,2,4.54,3.7,1.78,2024
Atalanta,Fiorentina,1,1.84,3.55,4.37,2024
Torino,Lecce,X,1.9,3.29,4.48,2024
Genoa,Roma,X,3.47,3.22,2.2,2024
Milan,Venezia,1,1.25,6.2,10.73,2024
Empoli,Juventus,X,6.02,3.68,1.62,2024
Como,Bologna,X,2.95,3.05,2.58,2024
Juventus,Roma,X,1.76,3.59,4.88,2024
Udinese,Como,1,2.27,3.19,3.36,2024
Fiorentina,Monza,X,1.83,3.43,4.73,2024
Genoa,Verona,2,2.08,3.18,3.87,2024
Lazio,Milan,X,2.79,3.31,2.55,2024
Napoli,Parma,1,1.42,4.77,7.2,2024
Bologna,Empoli,X,1.71,3.55,5.4,2024
Lecce,Cagliari,1,2.24,3.1,3.51,2024
Inter,Atalanta,1,1.51,4.41,6.26,2024
Venezia,Torino,2,3.37,3.23,2.24,2024
Verona,Juventus,2,4.66,3.41,1.84,2024
Cagliari,Como,X,2.24,3.27,3.33,2024
Roma,Empoli,2,1.45,4.37,7.42,2024
Napoli,Bologna,1,1.95,3.33,4.11,2024
Fiorentina,Venezia,X,1.45,4.61,6.86,2024
Torino,Atalanta,1,3.55,3.23,2.17,2024
Inter,Lecce,1,1.2,6.8,14.54,2024
Monza,Genoa,2,2.66,3.03,2.86,2024
Parma,Milan,1,5.29,4.1,1.61,2024
Udinese,Lazio,1,3.31,3.09,2.34,2024
Juventus,Como,1,1.53,4.11,6.52,2024
Lecce,Atalanta,2,3.53,3.33,2.13,2024
Cagliari,Roma,X,3.64,3.41,2.07,2024
Lazio,Venezia,1,1.4,4.62,8.4,2024
Bologna,Udinese,X,2.04,3.2,4.0,2024
Verona,Napoli,1,5.18,3.65,1.7,2024
Milan,Torino,X,1.51,4.29,6.44,2024
Empoli,Monza,X,2.45,3.08,3.1,2024
Genoa,Inter,X,6.99,4.2,1.49,2024
Parma,Fiorentina,X,3.53,3.31,2.14,2024
Atalanta,Milan,2,2.33,3.96,2.64,2020
Bologna,Juventus,2,10.31,6.11,1.25,2020
Napoli,Verona,X,1.23,6.44,10.36,2020
Sassuolo,Lazio,1,1.72,4.44,3.98,2020
Spezia,Roma,X,4.95,4.55,1.56,2020
Torino,Benevento,X,1.62,4.36,4.68,2020
Inter,Udinese,1,1.44,4.81,6.41,2020
Cagliari,Genoa,2,1.83,3.79,3.94,2020
Crotone,Fiorentina,X,3.62,4.05,1.84,2020
Sampdoria,Parma,1,1.67,4.34,4.19,2020
Lazio,Torino,X,2.24,3.16,3.34,2020
Verona,Bologna,X,2.13,3.61,3.23,2020
Milan,Cagliari,X,1.29,5.73,9.55,2020
Parma,Sassuolo,2,6.53,4.88,1.43,2020
Benevento,Crotone,X,1.38,5.27,7.01,2020
Udinese,Sampdoria,2,2.37,3.41,2.95,2020
Fiorentina,Napoli,2,6.68,4.89,1.42,2020
Roma,Lazio,1,3.33,3.87,2.03,2020
Juventus,Inter,1,2.11,3.66,3.27,2020
Genoa,Atalanta,2,14.33,7.69,1.17,2020
Spezia,Torino,1,3.18,2.92,2.49,2020
Crotone,Verona,1,4.01,3.9,1.82,2020
Atalanta,Benevento,1,1.15,7.98,15.81,2020
Bologna,Genoa,2,2.19,3.27,3.4,2020
Inter,Roma,1,1.63,4.31,4.76,2020
Lazio,Parma,1,1.25,6.17,10.64,2020
Sampdoria,Spezia,X,2.52,3.43,2.72,2020
Sassuolo,Juventus,2,4.68,4.36,1.64,2020
Torino,Milan,2,4.66,4.02,1.7,2020
Cagliari,Fiorentina,X,2.32,3.03,3.33,2020
Napoli,Udinese,1,1.34,5.43,8.2,2020
Juventus,Milan,2,1.76,3.84,4.49,2020
Roma,Crotone,1,1.4,5.27,6.81,2020
Benevento,Cagliari,2,2.88,3.25,2.53,2020
Parma,Atalanta,2,14.5,7.71,1.17,2020
Verona,Torino,X,2.95,3.32,2.43,2020
Genoa,Sassuolo,2,3.65,3.57,2.0,2020
Fiorentina,Lazio,1,4.01,3.78,1.86,2020
Inter,Sampdoria,1,1.45,4.67,6.64,2020
Spezia,Napoli,2,6.06,4.52,1.5,2020
Udinese,Bologna,X,2.39,3.11,3.19,2020
Torino,Parma,1,1.61,4.14,5.27,2020
Sampdoria,Roma,1,3.04,3.61,2.24,2020
Udinese,Juventus,2,7.72,4.8,1.4,2020
Bologna,Fiorentina,X,2.93,3.22,2.5,2020
Napoli,Cagliari,X,1.33,5.22,8.99,2020
Sassuolo,Atalanta,X,6.14,4.91,1.46,2020
Lazio,Genoa,1,1.44,4.69,6.87,2020
Milan,Benevento,1,1.34,5.38,8.34,2020
Crotone,Inter,2,12.1,6.66,1.22,2020
Verona,Spezia,X,2.07,3.47,3.59,2020
Lazio,Milan,1,2.27,3.51,3.07,2020
Torino,Napoli,2,3.7,3.77,1.93,2020
Atalanta,Bologna,1,1.23,6.62,11.81,2020
Cagliari,Roma,1,3.22,3.64,2.14,2020
Fiorentina,Juventus,X,5.38,3.95,1.63,2020
Inter,Verona,1,1.3,5.39,10.47,2020
Benevento,Udinese,2,3.26,3.24,2.29,2020
Sassuolo,Sampdoria,1,1.96,3.75,3.66,2020
Parma,Crotone,2,1.91,3.65,3.91,2020
Genoa,Spezia,1,2.4,3.0,3.28,2020
Napoli,Lazio,1,2.07,3.61,3.46,2020
Roma,Atalanta,X,4.3,4.13,1.73,2020
Bologna,Torino,X,2.49,3.26,2.91,2020
Crotone,Sampdoria,2,3.13,3.56,2.22,2020
Genoa,Benevento,X,2.04,3.19,4.0,2020
Juventus,Parma,1,1.25,6.13,11.56,2020
Spezia,Inter,X,9.39,5.54,1.3,2020
Udinese,Cagliari,2,2.28,3.24,3.29,2020
Milan,Sassuolo,2,1.88,3.74,3.95,2020
Verona,Fiorentina,2,2.6,3.2,2.82,2020
Napoli,Inter,X,3.0,3.35,2.39,2020
Torino,Roma,1,2.92,3.43,2.39,2020
Atalanta,Juventus,1,2.3,3.49,3.03,2020
Bologna,Spezia,1,1.93,3.74,3.79,2020
Lazio,Benevento,1,1.33,5.27,9.18,2020
Milan,Genoa,1,1.42,4.66,7.6,2020
Cagliari,Parma,1,2.29,3.42,3.1,2020
Sassuolo,Fiorentina,1,2.63,3.15,2.83,2020
Crotone,Udinese,2,3.68,3.55,2.01,2020
Sampdoria,Verona,1,2.8,3.22,2.61,2020
Benevento,Sassuolo,2,3.13,3.29,2.32,2020
Fiorentina,Atalanta,2,5.96,4.44,1.52,2020
Roma,Bologna,1,1.9,3.76,3.88,2020
Juventus,Genoa,1,1.24,6.18,12.5,2020
Sampdoria,Napoli,2,5.22,4.06,1.63,2020
Verona,Lazio,2,3.63,3.34,2.1,2020
Inter,Cagliari,1,1.27,5.67,11.04,2020
Udinese,Torino,2,2.28,3.23,3.28,2020
Parma,Milan,2,4.84,3.8,1.72,2020
Spezia,Crotone,1,1.83,3.84,4.1,2020
Inter,Sassuolo,1,1.3,5.58,9.53,2020
Juventus,Napoli,1,1.96,3.58,3.83,2020
Bologna,Inter,2,7.28,4.66,1.43,2020
Torino,Juventus,X,6.49,4.36,1.5,2020
Benevento,Parma,X,2.82,3.29,2.56,2020
Genoa,Fiorentina,X,3.43,2.95,2.38,2020
Lazio,Spezia,1,1.47,4.47,6.74,2020
Napoli,Crotone,1,1.22,6.39,12.88,2020
Sassuolo,Roma,X,4.23,4.26,1.72,2020
Atalanta,Udinese,1,1.43,4.42,7.65,2020
Cagliari,Verona,2,2.73,3.21,2.67,2020
Milan,Sampdoria,X,1.49,4.41,6.63,2020
Roma,Napoli,2,2.57,3.35,2.78,2020
Fiorentina,Milan,2,3.71,3.45,2.04,2020
Juventus,Benevento,2,1.15,7.8,16.72,2020
Sampdoria,Torino,1,2.54,3.24,2.86,2020
Udinese,Lazio,2,3.82,3.31,2.05,2020
Verona,Atalanta,2,4.81,3.85,1.71,2020
Spezia,Cagliari,1,2.74,3.09,2.73,2020
Crotone,Bologna,2,4.28,3.79,1.81,2020
Parma,Genoa,2,2.5,3.1,3.05,2020
Torino,Sassuolo,1,2.53,3.3,2.81,2020
Milan,Napoli,2,2.84,3.3,2.53,2020
Cagliari,Juventus,2,6.8,4.52,1.46,2020
Parma,Roma,1,5.62,4.15,1.58,2020
Torino,Inter,2,9.56,5.24,1.32,2020
Bologna,Sampdoria,1,2.23,3.37,3.26,2020
Genoa,Udinese,X,3.39,2.94,2.4,2020
Benevento,Fiorentina,2,3.61,3.24,2.15,2020
Sassuolo,Verona,1,2.45,3.22,2.99,2020
Atalanta,Spezia,1,1.29,5.81,9.88,2020
Lazio,Crotone,1,1.27,5.86,10.47,2020
Inter,Atalanta,1,2.02,3.49,3.73,2020
Napoli,Bologna,1,1.49,4.38,6.5,2020
Sampdoria,Cagliari,X,2.17,3.34,3.43,2020
Crotone,Torino,1,3.35,3.31,2.21,2020
Fiorentina,Parma,X,1.97,3.3,4.16,2020
Verona,Milan,2,2.96,3.2,2.49,2020
Roma,Genoa,1,1.44,4.59,7.27,2020
Juventus,Lazio,1,1.87,3.66,4.08,2020
Udinese,Sassuolo,1,2.31,3.24,3.23,2020
Spezia,Benevento,X,2.21,3.33,3.36,2020
Parma,Inter,2,11.43,6.09,1.25,2020
Milan,Udinese,X,1.79,3.44,4.99,2020
Atalanta,Crotone,1,1.15,7.96,18.63,2020
Benevento,Verona,2,3.27,3.25,2.28,2020
Cagliari,Bologna,1,2.63,3.24,2.76,2020
Fiorentina,Roma,2,3.95,3.51,1.94,2020
Genoa,Sampdoria,X,3.04,3.08,2.53,2020
Sassuolo,Napoli,X,3.41,3.53,2.11,2020
Juventus,Spezia,1,1.25,6.02,12.13,2020
Roma,Milan,2,2.33,3.45,3.02,2020
Napoli,Benevento,1,1.36,4.99,8.56,2020
Crotone,Cagliari,2,3.37,3.5,2.13,2020
Inter,Genoa,1,1.18,6.79,16.31,2020
Udinese,Fiorentina,1,2.7,3.01,2.86,2020
Sampdoria,Atalanta,2,6.02,4.27,1.54,2020
Verona,Juventus,X,6.05,4.11,1.55,2020
Bologna,Lazio,1,4.37,3.79,1.78,2020
Spezia,Parma,X,2.35,3.2,3.18,2020
Juventus,Crotone,1,1.15,7.87,17.56,2020
Benevento,Roma,X,5.98,4.48,1.51,2020
Atalanta,Napoli,1,1.73,3.89,4.69,2020
Milan,Inter,2,4.23,3.65,1.86,2020
Parma,Udinese,X,3.68,3.21,2.14,2020
Sassuolo,Bologna,X,2.3,3.43,3.07,2020
Genoa,Verona,X,2.81,2.98,2.79,2020
Lazio,Sampdoria,1,1.59,3.98,5.83,2020
Cagliari,Torino,2,2.76,3.26,2.61,2020
Fiorentina,Spezia,1,1.98,3.35,4.01,2020
Verona,Parma,1,2.3,3.14,3.35,2020
Inter,Lazio,1,1.67,3.89,5.19,2020
Crotone,Sassuolo,2,3.77,3.63,1.96,2020
Cagliari,Atalanta,2,6.48,4.61,1.46,2020
Sampdoria,Fiorentina,1,2.84,3.18,2.59,2020
Roma,Udinese,1,1.73,3.77,4.79,2020
Spezia,Milan,1,6.2,4.41,1.51,2020
Napoli,Juventus,1,3.43,3.38,2.16,2020
Torino,Genoa,X,2.01,3.25,4.08,2020
Bologna,Benevento,X,1.91,3.57,4.03,2020
Lazio,Cagliari,1,1.43,4.81,6.9,2020
